id;course;name;intro;introformat;timeopen;timeclose;timelimit;overduehandling;graceperiod;preferredbehaviour;canredoquestions;attempts;attemptonlast;grademethod;decimalpoints;questiondecimalpoints;reviewattempt;reviewcorrectness;reviewmarks;reviewspecificfeedback;reviewgeneralfeedback;reviewrightanswer;reviewoverallfeedback;questionsperpage;navmethod;shuffleanswers;sumgrades;grade;timecreated;timemodified;password;subnet;browsersecurity;delay1;delay2;showuserpicture;showblocks;completionattemptsexhausted;completionpass;allowofflineattempts
97;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
99;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
122;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
123;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
126;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
127;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
133;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
148;6;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;33.0;100.0;0;1597049495;;;-;0;0;0;0;0;1;0
2;3;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;25.0;100.0;0;1595244475;;;-;0;0;0;0;0;1;0
153;6;<removed>;<removed>;1;0;0;0;autosubmit;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051735;;;-;0;0;0;0;0;0;0
87;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;2.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
89;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;2.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
150;6;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051659;;;-;0;0;0;0;0;0;0
152;6;<removed>;<removed>;1;0;0;0;autosubmit;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051825;;;-;0;0;0;0;0;0;0
146;6;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;35.0;100.0;0;1600162020;;;-;0;0;0;0;0;1;0
80;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
149;6;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601033745;;;-;0;0;0;0;0;0;0
151;6;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051681;;;-;0;0;0;0;0;0;0
82;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;2.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
84;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;6.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
90;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
100;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
102;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
103;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
104;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
106;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
107;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
108;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
101;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
105;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
124;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;26.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
128;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
129;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
131;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
130;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
132;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
